isbn,title,author,year
9781416990670,Second Chance Summer,Morgan Matson,2012
9781627792130,Six of Crows,Leigh Bardugo,2015
9780312380790,Save Me,Lisa Scottoline,2011
9781423108760,Bad Girls Don't Die,Katie Alender,2009
9780060566680,"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore,2003
9780380730350,"Gone, Baby, Gone",Dennis Lehane,1998
9780553580230,False Memory,Dean Koontz,1999
9780679781490,Less Than Zero,Bret Easton Ellis,1985
9780671702520,The Prize,Julie Garwood,1991
9780545010310,Let's Pretend This Never Happened (Dear Dumb Diary #1),Jim Benton,2004
9780618084750,The Heart is a Lonely Hunter,Carson McCullers,1940
9780765349650,Tyrannosaur Canyon,Douglas Preston,2005
9780142422950,Just One Day,Gayle Forman,2013
9781400030650,A Fine Balance,Rohinton Mistry,1996
9789707311170,La tregua,Mario Benedetti,1960
9780446616420,Kitty Goes to Washington,Carrie Vaughn,2006
9780316399620,The First Fifteen Lives of Harry August,Claire North,2014
9780752865330,The Maltese Falcon,Dashiell Hammett,1930
9780316016380,Then We Came to the End,Joshua Ferris,2007
9781599906960,Throne of Glass,Sarah J. Maas,2012
9780552152950,Reaper Man,Terry Pratchett,1991
9781455503250,The Astronaut Wives Club,Lily Koppel,2013
9780553807710,77 Shadow Street,Dean Koontz,2011
9780425230150,"Grave Secret (Harper Connelly, #4)",Charlaine Harris,2009
9781401322430,Nigella Express: Good Food Fast,Nigella Lawson,2007
9780399155990,Rough Country,John Sandford,2009
9780345479720,Until I Find You,John Irving,2005
9780373210460,Goddess Interrupted,Aimee Carter,2012
9780553268930,The Great Santini,Pat Conroy,1976
9781439177720,I Am Pilgrim,Terry Hayes,2013
9780451419710,Down London Road,Samantha Young,2013
9780874068140,An Occurrence at Owl Creek Bridge,Ambrose Bierce,1890
9780307098220,Betty Crocker's Cookbook,Betty Crocker,1969
9781590388980,Grip of the Shadow Plague,Brandon Mull,2008
9780553805500,The Sugar Queen,Sarah Addison Allen,2008
9780142437800,Ethan Frome,Edith Wharton,1911
9780553381660,The Valley of Horses,Jean M. Auel,1982
9780062118690,Breathe,Sarah Crossan,2012
9780060852010,Queen of Babble in the Big City,Meg Cabot,2007
9780552135400,A Prayer for Owen Meany,John Irving,1989
9780345410090,Me: Stories of My Life,Katharine Hepburn,1991
9780763619620,The Dot,Peter H. Reynolds,2003
9780525423670,Reached,Ally Condie,2012
9780451463650,Side Jobs: Stories From The Dresden Files,Jim Butcher,2010
9780061054880,The Dispossessed,Ursula K. Le Guin,1974
9788129113730,The 3 Mistakes of My Life,Chetan Bhagat,2008
9780060560160,Ruby Holler,Sharon Creech,2002
9780345379630,Running with the Demon,Terry Brooks,1997
9780446546320,Oogy: The Dog Only a Family Could Love,Larry Levin,2009
9780553573430,A Storm of Swords,George R.R. Martin,2000
9780749748000,The Enchanted Wood,Enid Blyton,1939
9781932073200,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,1980
9780316921180,Infinite Jest,David Foster Wallace,1996
9780765328540,Fuzzy Nation,John Scalzi,2011
9780312595680,Still Missing,Chevy Stevens,2010
9780451222350,Lover Unbound,J.R. Ward,2007
9780062284840,Fracture Me,Tahereh Mafi,2013
9781857232100,The Fires of Heaven,Robert Jordan,1993
9780553590170,Industrial Magic,Kelley Armstrong,2004
9780446698470,At First Sight,Nicholas Sparks,2004
9780192835150,"The Call of the Wild, White Fang and Other Stories ",Jack London,1906
9781481200580,Significance,Shelly Crane,2011
9780688147330,Chrysanthemum,Kevin Henkes,1991
9780553567150,"Don't Die, My Love",Lurlene McDaniel,1995
9780671553030,Harvest ,Tess Gerritsen,1996
9780399256770,Prodigy,Marie Lu,2013
9780670022810,The Last Letter From Your Lover,Jojo Moyes,2008
9780345482400,Enchantment,Orson Scott Card,1999
9780316003730,"The Twilight Collection (Twilight, #1-3)",Stephenie Meyer,2007
9780060540750,Loser,Jerry Spinelli,2002
9780684853150,The Wasp Factory,Iain Banks,1984
9781582349060,Enna Burning,Shannon Hale,2004
9780140050940,The Earthsea Trilogy,Ursula K. Le Guin,1975
9780007350490,How to Fall in Love,Cecelia Ahern,2014
9780778324900,Virgin River,Robyn Carr,2007
9781857988090,I Am Legend ,Richard Matheson,1954
9780439474290,Midnight for Charlie Bone,Jenny Nimmo,2002
9780684856060,The Many Lives & Secret Sorrows of Josephine B.,Sandra Gulland,1995
9780441009430,Revelation Space,Alastair Reynolds,2000
9780770429450,Lord John and the Private Matter,Diana Gabaldon,2003
9782266120920,L.A. Requiem,Robert Crais,1999
9780425141240,Winter Prey,John Sandford,1993
9780752849200,Darkest Fear,Harlan Coben,1999
9780756402980,Stone of Farewell,Tad Williams,1990
9788129104600,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,2004
9780061566160,Heartless,Sara Shepard,2010
9780743296790,The Cold Moon,Jeffery Deaver,2006
9781482334300,Surrender Your Love,J.C. Reed,2013
9780394900870,Yertle the Turtle (Classic Seuss),Dr. Seuss,1958
9780345476980,Vanish,Tess Gerritsen,2006
9780312555120,The Chosen One,Carol Lynch Williams,2009
9780671021010,She's Come Undone,Wally Lamb,1992
9780349117620,Jennifer Government,Max Barry,2002
9781250014530,Calling Me Home,Julie Kibler,2012
9781416516320,Path of the Assassin,Brad Thor,2003
9780446546940,Columbine,Dave Cullen,2009
9780440244170,The Highlander's Touch ,Karen Marie Moning,2000
9780307348140,Jurassic Park,Michael Crichton,1990
9780679763310,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,1995
9780743246990,Wild Swans: Three Daughters of China,Jung Chang,1991
9780743437320,The Merchant of Death,D.J. MacHale,2002
9780679731150,A Year in Provence,Peter Mayle,1989
9780679740670,The Man in the High Castle,Philip K. Dick,1962
9780439568470,Welcome to Dead House,R.L. Stine,1992
9780843955840,The Colorado Kid,Stephen King,2005
9780307273600,Daily Rituals: How Artists Work,Mason Currey,2013
9780446677940,The Fountains of Paradise,Arthur C. Clarke,1979
9781416521690,The Coldest Winter Ever,Sister Souljah,1999
9780345485600,Breathing Lessons,Anne Tyler,1988
9780786929800,The Thousand Orcs (Hunter's Blades #1),R.A. Salvatore,2002
9780312368460,Heartsick,Chelsea Cain,2007
9780449003790,"""O"" is for Outlaw",Sue Grafton,1999
9780688156820,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,1997
9780312241220,Birds of America: Stories,Lorrie Moore,1998
9780812536360,Rainbows End,Vernor Vinge,2006
9780060088870,The Bridge of San Luis Rey,Thornton Wilder,1927
9780446602210,"Morning, Noon & Night",Sidney Sheldon,1995
9780553248650,The Haj,Leon Uris,1984
9780394743260,The Sportswriter,Richard Ford,1986
9780743460520,Daddy's Little Girl,Mary Higgins Clark,2002
9780152047380,So You Want to Be a Wizard,Diane Duane,1983
9781555976900,Citizen: An American Lyric,Claudia Rankine,2014
9780770430080,Life of Pi,Yann Martel,2001
9780061000010,The Blessing Way,Tony Hillerman,1970
9780552152680,Thud!,Terry Pratchett,2006
9780739420230,16 Lighthouse Road,Debbie Macomber,2001
9781849013760,Darker After Midnight,Lara Adrian,2012
9781444729700,The Litigators,John Grisham,2011
9781250015550,The Good House,Ann Leary,2013
9780140620610,The Turn of the Screw,Henry James,1898
9780356500160,The Girl with All the Gifts,M.R. Carey,2014
9780312351750,Apathy and Other Small Victories,Paul Neilan,2006
9780451225860,"Lover Enshrined, part two",J.R. Ward,2009
9780743455960,On Writing: A Memoir of the Craft,Stephen King,1999
9781400068330,Eligible,Curtis Sittenfeld,2016
9780380008320,Sign of the Unicorn,Roger Zelazny,1975
9780143036420,The Cold Dish,Craig Johnson,2004
9780385340590,61 Hours,Lee Child,2010
9780446605490,Roses Are Red,James Patterson,2000
9780857522280,Raising Steam,Terry Pratchett,2013
9781414310560,Danger in the Shadows,Dee Henderson,1999
9781250039810,Shotgun Lovesongs,Nickolas Butler,2014
9780452283210,Falling Angels,Tracy Chevalier,2001
9780345369350,Sorceress of Darshiva,David Eddings,1989
9780743470120,Goodnight Nobody,Jennifer Weiner,2005
9780399533460,Wreck This Journal,Keri Smith,2007
9780060588280,Kitten's First Full Moon,Kevin Henkes,2004
9780385528080,Johannes Cabal the Necromancer,Jonathan L. Howard,2009
9780385721810,When the Emperor Was Divine,Julie Otsuka,2002
9781451636020,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,2014
9781416500190,The Good Earth,Pearl S. Buck,1931
9780330348780,"""N"" is for Noose",Sue Grafton,1998
9780312532760,Blue Moon,Alyson Noel,2009
9780425217240,"The Harlequin (Anita Blake, Vampire Hunter, #15)",Laurell K. Hamilton,2007
9780743297320,"Look Homeward, Angel",Thomas Wolfe,1929
9780785263720,Searching for God Knows What,Donald Miller,2000
9781421820610,Cinq semaines en ballon,Jules Verne,1863
9780767903390,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1998
9780373775810,The Darkest Surrender,Gena Showalter,2011
9780804137260,Armada,Ernest Cline,2015
9780812993100,The Summer Before the War,Helen Simonson,2016
9780439858040,The Night is for Hunting,John Marsden,1998
9780670018700,City of Thieves,David Benioff,2008
9780060531830,Airborn,Kenneth Oppel,2004
9780413757100,Revolutionary Road,Richard Yates,1961
9780451464960,Written in Red,Anne Bishop,2013
9781419705850,The Third Wheel,Jeff Kinney,2012
9780060557810,Neverwhere,Neil Gaiman,1996
9780345505000,The City of Mirrors,Justin Cronin,2016
9780807218980,Charlie Bone and the Time Twister ,Jenny Nimmo,2003
9780061006620,Fatherland,Robert   Harris,1992
9780553129200,The Great Train Robbery,Michael Crichton,1975
9780307279960,A Simple Plan,Scott B. Smith,1993
9780060815710,Priestess of the White,Trudi Canavan,2005
9781599869700,The Most Dangerous Game,Richard Connell,1924
9780689863620,"Dicey's Song (Tillerman Family, #2)",Cynthia Voigt,1982
9780316058250,A Mango-Shaped Space,Wendy Mass,2005
9780743457580,The Miracle Worker,William  Gibson,1956
9780425210280,Predator,Patricia Cornwell,2005
9780441014940,All Together Dead,Charlaine Harris,2007
9780679753340,Nobody's Fool,Richard Russo,1993
9780061561560,Clariel: The Lost Abhorsen,Garth Nix,2014
9780451219370,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,2006
9781423144340,The Crimson Crown,Cinda Williams Chima,2012
9780061139380,Coraline,Neil Gaiman,2002
9780786942470,The Crystal Shard,R.A. Salvatore,1988
9781584790840,I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown,2002
9780553804680,The Lies of Locke Lamora,Scott Lynch,2006
9780743264730,Einstein. His Life and Universe,Walter Isaacson,2007
9780965904830,Dress Your Family in Corduroy and Denim,David Sedaris,2004
9781400034730,When Bad Things Happen to Good People,Harold S. Kushner,1981
9780345457690,Altered Carbon,Richard K. Morgan,2002
9780060638500,Sein und Zeit,Martin Heidegger,1927
9781442436640,Poison Princess,Kresley Cole,2012
9780822210890,A Streetcar Named Desire,Tennessee Williams,1947
9780399169530,My Sunshine Away,M.O. Walsh,2015
9781565075730,The Power of a Praying Wife,Stormie Omartian,1996
9780743289690,Infidel,Ayaan Hirsi Ali,2006
9780765315240,"Confessor (Sword of Truth, #11)",Terry Goodkind,2007
9780671019710,After the Night,Linda Howard,1995
9789380658670,Chanakya's Chant,Ashwin Sanghi,2010
9780525953500,The Stranger,Harlan Coben,2015
9780007162220,Big Bang: The Origin of the Universe,Simon Singh,2004
9780752834560,Terms of Endearment,Larry McMurtry,1975
9780786888760,The Tender Bar: A Memoir,J.R. Moehringer,2005
9780316115000,"The Pretty Committee Strikes Back (The Clique, #5)",Lisi Harrison,2006
9780060855920,The Colour of Magic,Terry Pratchett,1983
9780553568010,Rogue Squadron,Michael A. Stackpole,1996
9780385538510,The Night Sister,Jennifer McMahon,2015
9780842339770,"As Sure as the Dawn (Mark of the Lion, #3)",Francine Rivers,1995
9781416914170,The Pilgrims of Rayne,D.J. MacHale,2007
9781442402320,Rot & Ruin,Jonathan Maberry,2010
9780749935340,Blue Dahlia,Nora Roberts,2004
9780385517840,The Associate,John Grisham,2009
9780671027380,Deception Point,Dan Brown,2001
9780679781490,The Rules of Attraction,Bret Easton Ellis,1987
9780553418610,The Library at Mount Char,Scott  Hawkins,2015
9780450542890,Four Past Midnight,Stephen King,1990
9780451460420,Dies the Fire ,S.M. Stirling,2004
9780312957580,The Seventh Scroll,Wilbur Smith,1995
9781596435710,Promised,Caragh M. O'Brien,2012
9780679736640,The Confessions of Nat Turner,William Styron,1967
9780399162180,The Secret Life of Violet Grant,Beatriz Williams,2014
9780440208140,"An Acceptable Time (Time Quintet, #5)",Madeleine L'Engle,1989
9781400080660,Thunderstruck,Erik Larson,2006
9780060598330,The Saving Graces,Patricia Gaffney,1999
9780743430340,"Big Cherry Holler (Big Stone Gap, Book 2)",Adriana Trigiani,2001
9780740748480,The Complete Calvin and Hobbes,Bill Watterson,2005
9781423118240,The Demon King,Cinda Williams Chima,2009
9780441014160,Accelerando,Charles Stross,2005
9780812976180,One True Thing,Anna Quindlen,1994
9781416960590,Living Dead Girl,Elizabeth Scott,2008
9780743260050,Assassination Vacation,Sarah Vowell,2005
9781416530730,Once and Always,Judith McNaught,1987
9780739453830,Black Rose,Nora Roberts,2005
9780525429140,Kitchens of the Great Midwest,J. Ryan Stradal,2015
9780375755190,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,2001
9789793600700,Kambing Jantan: Sebuah Catatan Harian Pelajar Bodoh ,Raditya Dika,2005
9780446674580,The Tenth Insight ,James Redfield,1996
9788756795460,Journal 64,Jussi Adler-Olsen,2010
9780723258050,The Complete Tales of Beatrix Potter,Beatrix Potter,1986
9780312150600,Behind the Scenes at the Museum,Kate Atkinson,1995
9780553803200,Blackout,Connie Willis,2010
9780974960910,The Dead,James Joyce,1914
9780451207140,The Pillars of the Earth,Ken Follett,1989
9780007120990,The Mirror Crack'd from Side to Side,Agatha Christie,1962
9780316156110,Consider the Lobster,David Foster Wallace,2005
9789792239840,Winter in Tokyo,Ilana Tan,2008
9780099465640,The Grand Sophy,Georgette Heyer,1950
9781582349020,River Secrets,Shannon Hale,2006
9781573451990,"Rumors of War (Children of the Promise, Vol 1)",Dean Hughes,1997
9780747589370,Restless,William  Boyd,2006
9780765330540,A Dog's Journey: Another Novel for Humans,W. Bruce Cameron,2012
9781416989420,"Hush, Hush",Becca Fitzpatrick,2009
9781400063730,Let the Great World Spin,Colum McCann,2009
9781250052380,Lead,Kylie Scott,2014
9780451169520,It,Stephen King,1986
9780670020480,The Piano Teacher,Janice Y.K. Lee,2008
9781250044660,Heartless,Marissa Meyer,2016
9780307237900,Passion's Reign,Karen Harper,1983
9780670025770,The Secret Chord,Geraldine Brooks,2015
9780670020540,Why Evolution Is True,Jerry A. Coyne,2008
9780547959210,Graduation Day,Joelle Charbonneau,2014
9781595541820,Showdown by Ted Dekker Signature Edition,Ted Dekker,2005
9780751503890,The Physician,Noah Gordon,1986
9780679735780,American Psycho,Bret Easton Ellis,1991
9780446556830,Ecstasy Unveiled,Larissa Ione,2010
9780553589380,Kiss of Crimson ,Lara Adrian,2007
9780553590160,Dime Store Magic,Kelley Armstrong,2004
9780224097380,Sweet Tooth,Ian McEwan,2012
9781857983420,"Flow My Tears, the Policeman Said",Philip K. Dick,1974
9780316219040,Promise of Blood,Brian  McClellan,2013
9780064403690,Jacob Have I Loved,Katherine Paterson,1980
9780062259650,Bird Box,Josh Malerman,2014
9780670038720,First Among Sequels ,Jasper Fforde,2007
9780786901650,Siege of Darkness,R.A. Salvatore,1993
9780743299850,Day After Night,Anita Diamant,2009
9780739326220,Memoirs of a Geisha,Arthur Golden,1997
9780743421930,Look to Windward,Iain M. Banks,2000
9780060525120,Size 14 Is Not Fat Either,Meg Cabot,2006
9780439050230,Duck On A Bike,David Shannon,2002
9781439199350,The Boston Girl,Anita Diamant,2014
9780312605390,Love in the Afternoon,Lisa Kleypas,2010
9780802135580,Che Guevara: A Revolutionary Life,Jon Lee Anderson,1997
9780099498580,Light A Penny Candle,Maeve Binchy,1982
9780142401100,A Long Way From Chicago,Richard Peck,1998
9780515133320,Echo Burning,Lee Child,2001
9780547248040,This World We Live In,Susan Beth Pfeffer,2010
9780425215750,Visions of Heat,Nalini Singh,2007
9780312593320,Boomerang,Tatiana de Rosnay,2009
9780515141430,Killing Floor,Lee Child,1997
9781416595210,The Last Man,Vince Flynn,2012
9780345419390,The Renegades of Pern,Anne McCaffrey,1989
9781416509370,On Basilisk Station ,David Weber,1992
9780316242900,The Three,Sarah Lotz,2014
9780316899990,"River, Cross My Heart",Breena Clarke,1999
9780399171090,The Collector,Nora Roberts,2014
9780440421700,Hoot,Carl Hiaasen,2002
9780330348380,The Third Twin,Ken Follett,1996
9780007271210,Azincourt ,Bernard Cornwell,2008
9780061974560,The Power of Six,Pittacus Lore,2011
9780345487130,Earth Abides,George R. Stewart,1949
9780006479900,A Storm of Swords: Part 1 Steel and Snow,George R.R. Martin,2000
9781594202250,Inherent Vice,Thomas Pynchon,2009
9780060759960,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996
9780316769170,The Catcher in the Rye,J.D. Salinger,1951
9780345363140,The Sunne in Splendour,Sharon Kay Penman,1982
9780670021870,Faithful Place,Tana French,2010
9781400077920,Runaway,Alice Munro,2004
9780743265030,The Starter Wife,Gigi Levangie Grazer,2005
9780758232010,Succubus Shadows ,Richelle Mead,2010
9781416524520,Cell,Stephen King,2006
9780373210050,My Soul to Save,Rachel Vincent,2009
9780609807900,"Sloppy Firsts (Jessica Darling, #1)",Megan McCafferty,2001
9780749929000,Kindred in Death ,J.D. Robb,2009
9781442429990,Blood Red Road ,Moira Young,2011
9780425263910,Bared to You,Sylvia Day,2012
9780553588250,Life Expectancy,Dean Koontz,2004
9780553535650,Tell Me Three Things,Julie Buxbaum,2016
9780060827620,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,2006
9780440226700,The Incredible Journey,Sheila Burnford,1960
9780345533620,Tricked,Kevin Hearne,2012
9780765317580,One Second After,William R. Forstchen,2009
9780375504880,Colonel Roosevelt,Edmund Morris,2010
9780061147940,Heart-Shaped Box,Joe Hill,2007
9780006178710,The Stars Shine Down,Sidney Sheldon,1992
9781455521200,The Escape,David Baldacci,2014
9780375701960,The Moviegoer,Walker Percy,1961
9780385474540,Things Fall Apart,Chinua Achebe,1958
9780441013330,Dead as a Doornail ,Charlaine Harris,2005
9780446610380,Parable of the Talents,Octavia E. Butler,1998
9780062071040,Partials,Dan Wells,2012
9781596064850,Legion,Brandon Sanderson,2012
